Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough
02/01/2024,TFL-J-424699,Bus,Euston,Waterloo,02/01/2024 17:00,02/01/2024 17:56,1.75,26,Camden,Lambeth
23/01/2024,TFL-J-617380,Tube,Bank,Stratford,23/01/2024 09:16,23/01/2024 08:24,5.27,21,City of London,Newham
05/04/2024,TFL-J-950819,Bus,Waterloo,Stratford,05/04/2024 07:58,05/04/2024 08:37,1.75,17,Lambeth,Newham
04/06/2024,TFL-J-890591,Tube,Waterloo,Victoria,04/06/2024 11:08,04/06/2024 11:49,3.44,1,Lambeth,Westminster
23/10/2024,TFL-J-901164,Tube,London Bridge,Victoria,23/10/2024 23:19,24/10/2024 00:03,4.76,3,Southwark,Westminster
21/05/2024,TFL-J-368832,Tube,Euston,Canary Wharf,21/05/2024 15:17,21/05/2024 15:58,3.48,0,Camden,Tower Hamlets
03/12/2024,TFL-J-369097,Tube,Bank,Victoria,03/12/2024 08:25,03/12/2024 09:15,4.93,16,City of London,Westminster
25/12/2024,TFL-J-179776,Tube,Canary Wharf,Stratford,25/12/2024 07:23,25/12/2024 08:15,5,35,Tower Hamlets,Newham
24/02/2024,TFL-J-859550,Tube,Euston,Waterloo,24/02/2024 11:25,24/02/2024 11:43,4.26,3,Camden,Lambeth
10/12/2024,TFL-J-591483,Bus,Paddington,Victoria,10/12/2024 08:01,10/12/2024 08:52,1.75,13,Westminster,Westminster
13/09/2024,TFL-J-660741,Tube,Bank,Victoria,13/09/2024 15:43,13/09/2024 16:04,3.79,0,City of London,Westminster
18/04/2024,TFL-J-600813,Tube,Liverpool Street,Bank,18/04/2024 17:18,18/04/2024 17:57,3.08,2,City of London,City of London
09/11/2024,TFL-J-922589,Bus,Bank,Waterloo,09/11/2024 16:43,09/11/2024 17:16,1.75,2,City of London,Lambeth
24/10/2024,TFL-J-623547,Bus,Kings Cross,London Bridge,24/10/2024 22:58,24/10/2024 23:32,1.75,0,Camden,Southwark
22/04/2024,TFL-J-620067,Tube,Stratford,Euston,22/04/2024 16:32,22/04/2024 17:22,3.48,27,Newham,Camden
26/08/2024,TFL-J-163440,Tube,Kings Cross,Euston,26/08/2024 17:34,26/08/2024 17:54,5.48,3,Camden,Camden
19/03/2024,TFL-J-426276,Tube,Victoria,Canary Wharf,19/03/2024 14:52,19/03/2024 15:18,4.65,0,Westminster,Tower Hamlets
25/03/2024,TFL-J-186114,Tube,London Bridge,Bank,25/03/2024 14:33,25/03/2024 14:55,3.1,3,Southwark,City of London
22/11/2024,TFL-J-274431,Tube,Waterloo,Stratford,22/11/2024 08:03,22/11/2024 08:18,3.89,0,Lambeth,Newham
15/11/2024,TFL-J-752816,Tube,Liverpool Street,Waterloo,15/11/2024 20:51,15/11/2024 21:12,5.26,3,City of London,Lambeth
21/03/2024,TFL-J-631292,Tube,Victoria,Canary Wharf,21/03/2024 07:32,21/03/2024 08:41,3.21,51,Westminster,Tower Hamlets
14/10/2024,TFL-J-800539,Tube,Waterloo,Euston,14/10/2024 08:10,14/10/2024 07:24,3.26,24,Lambeth,Camden
26/09/2024,TFL-J-726842,Tube,Stratford,Canary Wharf,26/09/2024 23:03,26/09/2024 23:29,4.61,2,Newham,Tower Hamlets
25/02/2024,TFL-J-440696,Bus,Liverpool Street,Waterloo,25/02/2024 07:05,25/02/2024 07:32,1.75,3,City of London,Lambeth
11/11/2024,TFL-J-647307,Tube,Victoria,Paddington,11/11/2024 08:15,11/11/2024 08:24,9.4,4,Westminster,Westminster
05/06/2024,TFL-J-121907,Bus,Stratford,Victoria,05/06/2024 08:56,05/06/2024 09:21,1.75,5,Newham,Westminster
08/08/2024,TFL-J-852209,Bus,Euston,Liverpool Street,08/08/2024 20:52,08/08/2024 21:23,1.75,2,Camden,City of London
19/11/2024,TFL-J-299207,Bus,Stratford,Bank,19/11/2024 16:57,19/11/2024 17:42,1.75,13,Newham,City of London
06/06/2024,TFL-J-782161,Tube,Victoria,Euston,06/06/2024 22:57,06/06/2024 23:31,4.91,2,Westminster,Camden
09/02/2024,TFL-J-828094,Overground,London Bridge,Kings Cross,09/02/2024 18:20,09/02/2024 18:57,3.89,3,Southwark,Camden
09/09/2024,TFL-J-985916,Bus,London Bridge,Paddington,09/09/2024 17:28,09/09/2024 18:20,1.75,8,Southwark,Westminster
23/03/2024,TFL-J-536511,Tube,Bank,Victoria,23/03/2024 16:23,23/03/2024 16:43,4.53,2,City of London,Westminster
29/03/2024,TFL-J-311196,Bus,Euston,Victoria,29/03/2024 07:00,29/03/2024 07:26,1.75,4,Camden,Westminster
20/08/2024,TFL-J-266457,Tube,Paddington,London Bridge,20/08/2024 16:48,20/08/2024 17:36,3.46,4,Westminster,Southwark
01/10/2024,TFL-J-272018,Tube,Bank,London Bridge,01/10/2024 18:31,01/10/2024 19:17,5.49,1,City of London,Southwark
15/11/2024,TFL-J-984179,Bus,London Bridge,Stratford,15/11/2024 09:34,15/11/2024 10:24,1.75,9,Southwark,Newham
23/09/2024,TFL-J-240149,Bus,Canary Wharf,Bank,23/09/2024 17:24,23/09/2024 18:22,1.75,22,Tower Hamlets,City of London
16/08/2024,TFL-J-331719,Tube,London Bridge,Stratford,16/08/2024 17:09,16/08/2024 17:54,3.08,21,Southwark,Newham
13/03/2024,TFL-J-150012,Tube,Bank,Kings Cross,13/03/2024 08:36,13/03/2024 09:02,4.19,1,City of London,Camden
12/10/2024,TFL-J-844795,Tube,Waterloo,Kings Cross,12/10/2024 17:17,12/10/2024 17:59,4.59,6,Lambeth,Camden
20/07/2024,TFL-J-669791,Tube,Euston,Stratford,20/07/2024 12:27,20/07/2024 12:51,5.45,0,Camden,Newham
16/03/2024,TFL-J-495813,Bus,Paddington,Kings Cross,16/03/2024 18:23,16/03/2024 18:59,1.75,20,Westminster,Camden
13/10/2024,TFL-J-687921,Tube,Bank,Waterloo,13/10/2024 08:41,13/10/2024 09:20,4.57,20,City of London,Lambeth
11/04/2024,TFL-J-817804,Tube,Bank,Waterloo,11/04/2024 17:08,11/04/2024 17:28,4.32,3,City of London,Lambeth
02/06/2024,TFL-J-399346,Bus,Paddington,Stratford,02/06/2024 18:59,02/06/2024 19:21,1.75,0,Westminster,Newham
30/07/2024,TFL-J-493965,Tube,Canary Wharf,Bank,30/07/2024 14:49,30/07/2024 15:32,4.96,0,Tower Hamlets,City of London
30/01/2024,TFL-J-683648,Bus,Liverpool Street,Waterloo,30/01/2024 16:48,30/01/2024 17:32,1.75,12,City of London,Lambeth
02/03/2024,TFL-J-855099,Tube,Canary Wharf,London Bridge,02/03/2024 17:58,02/03/2024 17:03,3.15,11,Tower Hamlets,Southwark
19/07/2024,TFL-J-604916,Bus,Victoria,Euston,19/07/2024 21:49,19/07/2024 22:35,1.75,8,Westminster,Camden
28/02/2024,TFL-J-625763,Overground,Paddington,Kings Cross,28/02/2024 15:49,28/02/2024 16:13,3.86,0,Westminster,Camden
23/07/2024,TFL-J-748129,Bus,Euston,Bank,23/07/2024 19:09,23/07/2024 19:47,1.75,0,Camden,City of London
16/01/2024,TFL-J-241351,Bus,Paddington,Liverpool Street,16/01/2024 17:23,16/01/2024 18:14,1.75,34,Westminster,City of London
24/11/2024,TFL-J-141284,Tube,Bank,London Bridge,24/11/2024 17:16,24/11/2024 17:59,4.97,8,City of London,Southwark
04/06/2024,TFL-J-196015,Bus,London Bridge,Kings Cross,04/06/2024 17:57,04/06/2024 18:53,1.75,11,Southwark,Camden
04/09/2024,TFL-J-934763,Tube,Liverpool Street,Euston,04/09/2024 18:06,04/09/2024 18:30,3.44,3,City of London,Camden
19/12/2024,TFL-J-176212,Tube,Kings Cross,Victoria,19/12/2024 13:29,19/12/2024 14:13,5.11,8,Camden,Westminster
14/04/2024,TFL-J-843822,Bus,Canary Wharf,Euston,14/04/2024 10:45,14/04/2024 11:06,1.75,6,Tower Hamlets,Camden
29/07/2024,TFL-J-902141,Bus,Victoria,Euston,29/07/2024 09:47,29/07/2024 10:12,1.75,0,Westminster,Camden
28/12/2024,TFL-J-108895,Tube,Waterloo,Victoria,28/12/2024 07:48,28/12/2024 08:17,5.09,9,Lambeth,Westminster
14/09/2024,TFL-J-305912,Bus,Bank,Stratford,14/09/2024 16:12,14/09/2024 16:45,1.75,0,City of London,Newham
11/02/2024,TFL-J-807623,Tube,Bank,Waterloo,11/02/2024 07:16,11/02/2024 08:17,5.08,25,City of London,Lambeth
14/04/2024,TFL-J-214171,Bus,Liverpool Street,Paddington,14/04/2024 11:59,14/04/2024 12:44,1.75,1,City of London,Westminster
11/08/2024,TFL-J-522151,Tube,Bank,Stratford,11/08/2024 17:13,11/08/2024 17:42,4.4,3,City of London,Newham
09/09/2024,TFL-J-900980,Tube,Bank,Paddington,09/09/2024 09:21,09/09/2024 09:48,5.15,4,City of London,Westminster
21/06/2024,TFL-J-838498,Tube,Liverpool Street,Kings Cross,21/06/2024 23:26,21/06/2024 23:55,3.99,10,City of London,Camden
21/01/2024,TFL-J-480774,Overground,Kings Cross,London Bridge,21/01/2024 08:43,21/01/2024 09:40,5.09,33,Camden,Southwark
10/05/2024,TFL-J-738968,Tube,Paddington,Kings Cross,10/05/2024 18:55,10/05/2024 19:36,3.95,8,Westminster,Camden
15/12/2024,TFL-J-462871,Tube,Euston,Bank,15/12/2024 21:32,15/12/2024 21:42,9.4,3,Camden,City of London
16/06/2024,TFL-J-561652,Bus,Bank,Liverpool Street,16/06/2024 08:23,16/06/2024 09:13,1.75,9,City of London,City of London
15/11/2024,TFL-J-632887,Overground,Victoria,Euston,15/11/2024 12:18,15/11/2024 12:44,4.3,9,Westminster,Camden
22/05/2024,TFL-J-646853,Bus,Canary Wharf,Euston,22/05/2024 20:53,22/05/2024 21:37,1.75,1,Tower Hamlets,Camden
29/12/2024,TFL-J-311752,Tube,Waterloo,Kings Cross,29/12/2024 15:23,29/12/2024 16:10,5.38,3,Lambeth,Camden
31/05/2024,TFL-J-226356,Bus,Canary Wharf,Kings Cross,31/05/2024 09:42,31/05/2024 10:28,1.75,7,Tower Hamlets,Camden
10/05/2024,TFL-J-680946,Bus,London Bridge,Paddington,10/05/2024 13:41,10/05/2024 13:59,1.75,1,Southwark,Westminster
25/01/2024,TFL-J-998303,Tube,Canary Wharf,Liverpool Street,25/01/2024 07:43,25/01/2024 08:35,5.4,11,Tower Hamlets,City of London
04/03/2024,TFL-J-321185,Tube,Kings Cross,Victoria,04/03/2024 08:01,04/03/2024 08:38,3.65,10,Camden,Westminster
30/07/2024,TFL-J-509272,Tube,Bank,Kings Cross,30/07/2024 11:34,30/07/2024 12:14,3.31,4,City of London,Camden
29/10/2024,TFL-J-133337,Bus,Kings Cross,Victoria,29/10/2024 09:42,29/10/2024 10:31,1.75,23,Camden,Westminster
21/10/2024,TFL-J-840721,Tube,Euston,Stratford,21/10/2024 17:29,21/10/2024 18:06,12.8,15,Camden,Newham
14/04/2024,TFL-J-177679,Bus,Canary Wharf,Victoria,14/04/2024 19:14,14/04/2024 19:37,1.75,3,Tower Hamlets,Westminster
20/03/2024,TFL-J-489996,Bus,Kings Cross,London Bridge,20/03/2024 18:38,20/03/2024 19:54,1.75,31,Camden,Southwark
08/04/2024,TFL-J-589076,Tube,Kings Cross,London Bridge,08/04/2024 09:01,08/04/2024 09:17,2.97,0,Camden,Southwark
15/11/2024,TFL-J-618533,Overground,Liverpool Street,Kings Cross,15/11/2024 13:41,15/11/2024 14:14,4.31,5,City of London,Camden
26/09/2024,TFL-J-977328,Tube,Kings Cross,Waterloo,26/09/2024 18:13,26/09/2024 18:55,3.8,7,Camden,Lambeth
23/01/2024,TFL-J-781998,Tube,Bank,Paddington,23/01/2024 10:16,23/01/2024 10:48,3.09,1,City of London,Westminster
23/09/2024,TFL-J-391614,Tube,Victoria,Paddington,23/09/2024 10:40,23/09/2024 10:45,9.4,6,Westminster,Westminster
12/03/2024,TFL-J-893867,Tube,Paddington,London Bridge,12/03/2024 08:50,12/03/2024 09:47,4.92,22,Westminster,Southwark
13/02/2024,TFL-J-785141,Bus,Victoria,Liverpool Street,13/02/2024 09:03,13/02/2024 09:47,1.75,1,Westminster,City of London
03/09/2024,TFL-J-499161,Bus,Bank,Canary Wharf,03/09/2024 13:48,03/09/2024 14:33,1.75,3,City of London,Tower Hamlets
12/05/2024,TFL-J-720023,Bus,Kings Cross,London Bridge,12/05/2024 16:43,12/05/2024 17:34,1.75,23,Camden,Southwark
05/06/2024,TFL-J-579957,Tube,Bank,London Bridge,05/06/2024 21:03,05/06/2024 21:54,2.88,11,City of London,Southwark
12/07/2024,TFL-J-939441,Overground,Victoria,Canary Wharf,12/07/2024 09:09,12/07/2024 10:03,4.13,26,Westminster,Tower Hamlets
17/08/2024,TFL-J-235282,Bus,Liverpool Street,Euston,17/08/2024 20:32,17/08/2024 20:54,1.75,2,City of London,Camden
04/03/2024,TFL-J-554578,Tube,Canary Wharf,Stratford,04/03/2024 07:53,04/03/2024 08:36,3.84,0,Tower Hamlets,Newham
06/08/2024,TFL-J-134094,Tube,Victoria,Euston,06/08/2024 09:30,06/08/2024 10:12,2.82,21,Westminster,Camden
22/08/2024,TFL-J-839356,Overground,Euston,Liverpool Street,22/08/2024 15:25,22/08/2024 15:50,4.53,3,Camden,City of London
16/10/2024,TFL-J-192086,Tube,Victoria,Stratford,16/10/2024 16:53,16/10/2024 17:14,3.87,2,Westminster,Newham
18/03/2024,TFL-J-427558,Tube,Liverpool Street,Waterloo,18/03/2024 18:54,18/03/2024 19:36,2.86,9,City of London,Lambeth
14/10/2024,TFL-J-900944,Bus,Stratford,Paddington,14/10/2024 17:24,14/10/2024 17:28,9.4,4,Newham,Westminster
02/12/2024,TFL-J-142021,Bus,Kings Cross,Euston,02/12/2024 07:54,02/12/2024 08:15,1.75,2,Camden,Camden
07/07/2024,TFL-J-795628,Tube,Paddington,Euston,07/07/2024 08:18,07/07/2024 09:03,4.14,14,Westminster,Camden
07/09/2024,TFL-J-478124,Tube,Euston,Paddington,07/09/2024 14:15,07/09/2024 15:00,3.52,3,Camden,Westminster
21/01/2024,TFL-J-596060,Tube,Victoria,Paddington,21/01/2024 12:08,21/01/2024 12:25,3.7,1,Westminster,Westminster
08/01/2024,TFL-J-636479,Tube,Waterloo,Victoria,08/01/2024 16:23,08/01/2024 16:57,3.8,0,Lambeth,Westminster
11/06/2024,TFL-J-378646,Tube,Paddington,Liverpool Street,11/06/2024 07:57,11/06/2024 08:49,4.46,17,Westminster,City of London
04/02/2024,TFL-J-161020,Tube,Euston,Stratford,04/02/2024 18:19,04/02/2024 18:53,5.3,11,Camden,Newham
10/09/2024,TFL-J-639538,Tube,Canary Wharf,Paddington,10/09/2024 14:08,10/09/2024 14:36,3.12,1,Tower Hamlets,Westminster
25/04/2024,TFL-J-146492,Tube,Victoria,Euston,25/04/2024 16:41,25/04/2024 17:46,4.54,21,Westminster,Camden
07/12/2024,TFL-J-600446,Tube,Kings Cross,London Bridge,07/12/2024 13:33,07/12/2024 14:13,3.11,1,Camden,Southwark
22/12/2024,TFL-J-986374,Tube,Canary Wharf,Liverpool Street,22/12/2024 17:29,22/12/2024 17:54,5.19,2,Tower Hamlets,City of London
12/08/2024,TFL-J-744306,Bus,London Bridge,Euston,12/08/2024 14:38,12/08/2024 15:03,1.75,2,Southwark,Camden
27/03/2024,TFL-J-960684,Tube,Liverpool Street,Canary Wharf,27/03/2024 07:39,27/03/2024 08:16,3.43,10,City of London,Tower Hamlets
28/10/2024,TFL-J-345870,Tube,Canary Wharf,Paddington,28/10/2024 13:14,28/10/2024 13:30,3.56,1,Tower Hamlets,Westminster
11/03/2024,TFL-J-409627,Overground,Liverpool Street,London Bridge,11/03/2024 14:50,11/03/2024 15:31,7.03,6,City of London,Southwark
21/10/2024,TFL-J-565401,Tube,Liverpool Street,Bank,21/10/2024 07:10,21/10/2024 08:02,5.49,12,City of London,City of London
29/12/2024,TFL-J-986227,Tube,Canary Wharf,Paddington,29/12/2024 07:23,29/12/2024 07:55,4.61,3,Tower Hamlets,Westminster
31/10/2024,TFL-J-849213,Tube,Waterloo,Kings Cross,31/10/2024 07:04,31/10/2024 07:59,2.83,18,Lambeth,Camden
24/12/2024,TFL-J-711382,Tube,Euston,Victoria,24/12/2024 08:39,24/12/2024 09:30,4.4,12,Camden,Westminster
30/05/2024,TFL-J-204597,Tube,Paddington,Liverpool Street,30/05/2024 14:13,30/05/2024 14:47,4.05,4,Westminster,City of London
29/12/2024,TFL-J-921648,Bus,Victoria,Waterloo,29/12/2024 11:14,29/12/2024 11:51,1.75,0,Westminster,Lambeth
26/10/2024,TFL-J-231173,Bus,Bank,Stratford,26/10/2024 17:22,26/10/2024 17:01,1.75,4,City of London,Newham
16/04/2024,TFL-J-746730,Overground,Stratford,Victoria,16/04/2024 07:24,16/04/2024 08:12,5.31,9,Newham,Westminster
06/12/2024,TFL-J-870922,Tube,Euston,Kings Cross,06/12/2024 13:25,06/12/2024 14:03,4.75,5,Camden,Camden
12/11/2024,TFL-J-669431,Overground,Kings Cross,Victoria,12/11/2024 14:32,12/11/2024 15:05,3.61,2,Camden,Westminster
29/06/2024,TFL-J-483877,Overground,Liverpool Street,Euston,29/06/2024 15:07,29/06/2024 15:54,4.43,2,City of London,Camden
04/04/2024,TFL-J-851677,Tube,Victoria,Waterloo,04/04/2024 07:08,04/04/2024 08:10,4.14,27,Westminster,Lambeth
21/06/2024,TFL-J-756755,Tube,London Bridge,Canary Wharf,21/06/2024 23:25,22/06/2024 00:09,4.55,0,Southwark,Tower Hamlets
15/12/2024,TFL-J-743712,Tube,Waterloo,Stratford,15/12/2024 07:47,15/12/2024 08:15,3.18,8,Lambeth,Newham
31/03/2024,TFL-J-912110,Bus,Waterloo,Liverpool Street,31/03/2024 08:13,31/03/2024 08:36,1.75,6,Lambeth,City of London
07/05/2024,TFL-J-375080,Bus,London Bridge,Bank,07/05/2024 16:22,07/05/2024 16:42,1.75,4,Southwark,City of London
10/01/2024,TFL-J-691141,Bus,Liverpool Street,Paddington,10/01/2024 18:12,10/01/2024 19:11,1.75,23,City of London,Westminster
27/02/2024,TFL-J-223459,Tube,Waterloo,Bank,27/02/2024 08:48,27/02/2024 09:28,4.77,15,Lambeth,City of London
08/10/2024,TFL-J-854577,Tube,Stratford,Waterloo,08/10/2024 08:32,08/10/2024 09:13,4.3,13,Newham,Lambeth
29/11/2024,TFL-J-422187,Overground,Stratford,Paddington,29/11/2024 08:37,29/11/2024 09:05,5.39,10,Newham,Westminster
20/06/2024,TFL-J-657621,Tube,Bank,Liverpool Street,20/06/2024 07:47,20/06/2024 08:47,5.09,23,City of London,City of London
17/03/2024,TFL-J-300788,Tube,Canary Wharf,London Bridge,17/03/2024 07:16,17/03/2024 07:51,4.87,0,Tower Hamlets,Southwark
28/01/2024,TFL-J-304267,Overground,Euston,Paddington,28/01/2024 08:03,28/01/2024 08:42,5.27,7,Camden,Westminster
13/09/2024,TFL-J-942444,Tube,Paddington,Waterloo,13/09/2024 21:10,13/09/2024 21:30,4.43,1,Westminster,Lambeth
30/09/2024,TFL-J-146292,Tube,Stratford,Victoria,30/09/2024 16:01,30/09/2024 16:44,3.71,3,Newham,Westminster
20/05/2024,TFL-J-135270,Bus,Victoria,Kings Cross,20/05/2024 17:07,20/05/2024 17:28,1.75,1,Westminster,Camden
23/12/2024,TFL-J-512842,Tube,Kings Cross,Waterloo,23/12/2024 16:02,23/12/2024 16:48,3.31,7,Camden,Lambeth
12/03/2024,TFL-J-230235,Overground,Paddington,Euston,12/03/2024 11:24,12/03/2024 11:49,4.57,0,Westminster,Camden
17/10/2024,TFL-J-981083,Tube,Paddington,Stratford,17/10/2024 08:54,17/10/2024 09:48,3.87,29,Westminster,Newham
25/03/2024,TFL-J-416622,Tube,Paddington,Canary Wharf,25/03/2024 07:27,25/03/2024 08:20,4.27,16,Westminster,Tower Hamlets
31/01/2024,TFL-J-340249,Bus,Victoria,Waterloo,31/01/2024 11:59,31/01/2024 11:25,1.75,2,Westminster,Lambeth
03/02/2024,TFL-J-890596,Tube,Stratford,Paddington,03/02/2024 07:29,03/02/2024 08:20,4.13,8,Newham,Westminster
28/04/2024,TFL-J-503117,Tube,London Bridge,Victoria,28/04/2024 12:06,28/04/2024 12:40,4.21,1,Southwark,Westminster
24/12/2024,TFL-J-506621,Tube,London Bridge,Canary Wharf,24/12/2024 09:53,24/12/2024 10:52,3.72,18,Southwark,Tower Hamlets
27/03/2024,TFL-J-594396,Tube,Euston,London Bridge,27/03/2024 09:35,27/03/2024 09:56,4.51,2,Camden,Southwark
07/06/2024,TFL-J-419026,Tube,London Bridge,Stratford,07/06/2024 16:18,07/06/2024 16:48,4.53,9,Southwark,Newham
15/07/2024,TFL-J-627485,Tube,Canary Wharf,Euston,15/07/2024 08:50,15/07/2024 09:36,3.19,2,Tower Hamlets,Camden
10/03/2024,TFL-J-617800,Overground,Waterloo,Euston,10/03/2024 20:54,10/03/2024 21:21,3.49,2,Lambeth,Camden
23/06/2024,TFL-J-892120,Tube,Stratford,Waterloo,23/06/2024 11:45,23/06/2024 12:13,2.98,1,Newham,Lambeth
03/11/2024,TFL-J-111787,Tube,Euston,London Bridge,03/11/2024 16:24,03/11/2024 17:01,3.28,17,Camden,Southwark
11/11/2024,TFL-J-851752,Tube,Canary Wharf,Waterloo,11/11/2024 20:21,11/11/2024 21:06,9.28,3,Tower Hamlets,Lambeth
11/01/2024,TFL-J-617283,Tube,Liverpool Street,Victoria,11/01/2024 21:18,11/01/2024 22:02,3.17,0,City of London,Westminster
02/05/2024,TFL-J-532786,Tube,Victoria,Kings Cross,02/05/2024 12:10,02/05/2024 12:54,5.5,3,Westminster,Camden
04/03/2024,TFL-J-255966,Overground,Bank,Stratford,04/03/2024 20:20,04/03/2024 20:47,4.96,0,City of London,Newham
25/10/2024,TFL-J-650598,Overground,Paddington,Waterloo,25/10/2024 17:04,25/10/2024 17:47,4.01,4,Westminster,Lambeth
16/10/2024,TFL-J-910011,Bus,Canary Wharf,Kings Cross,16/10/2024 09:25,16/10/2024 10:09,1.75,13,Tower Hamlets,Camden
16/12/2024,TFL-J-819423,Tube,Canary Wharf,Waterloo,16/12/2024 13:00,16/12/2024 13:21,5.21,1,Tower Hamlets,Lambeth
08/07/2024,TFL-J-455557,Tube,Victoria,Canary Wharf,08/07/2024 11:28,08/07/2024 12:04,2.97,0,Westminster,Tower Hamlets
09/11/2024,TFL-J-623510,Bus,London Bridge,Bank,09/11/2024 16:22,09/11/2024 17:14,1.75,11,Southwark,City of London
08/03/2024,TFL-J-229580,Bus,London Bridge,Waterloo,08/03/2024 17:50,08/03/2024 18:21,1.75,9,Southwark,Lambeth
21/12/2024,TFL-J-864139,Tube,Canary Wharf,London Bridge,21/12/2024 21:45,21/12/2024 21:51,9.4,3,Tower Hamlets,Southwark
05/05/2024,TFL-J-758601,Bus,Bank,Liverpool Street,05/05/2024 17:13,05/05/2024 17:56,1.75,0,City of London,City of London
22/07/2024,TFL-J-618093,Tube,Liverpool Street,Stratford,22/07/2024 14:24,22/07/2024 15:04,3,2,City of London,Newham
18/03/2024,TFL-J-180058,Bus,Kings Cross,Stratford,18/03/2024 14:45,18/03/2024 15:28,1.75,1,Camden,Newham
27/01/2024,TFL-J-467806,Tube,Liverpool Street,Euston,27/01/2024 10:52,27/01/2024 10:55,9.4,2,City of London,Camden
17/06/2024,TFL-J-943034,Tube,Liverpool Street,Euston,17/06/2024 16:52,17/06/2024 17:12,3.24,1,City of London,Camden
05/04/2024,TFL-J-650821,Bus,Euston,Stratford,05/04/2024 09:27,05/04/2024 10:07,1.75,6,Camden,Newham
12/12/2024,TFL-J-835874,Bus,Stratford,London Bridge,12/12/2024 16:40,12/12/2024 17:10,1.75,9,Newham,Southwark
01/03/2024,TFL-J-521474,Tube,London Bridge,Paddington,01/03/2024 09:52,01/03/2024 10:45,9.12,9,Southwark,Westminster
28/11/2024,TFL-J-500829,Tube,Canary Wharf,Paddington,28/11/2024 09:35,28/11/2024 10:15,3.46,8,Tower Hamlets,Westminster
28/01/2024,TFL-J-502740,Bus,Paddington,Liverpool Street,28/01/2024 13:48,28/01/2024 14:07,1.75,0,Westminster,City of London
15/07/2024,TFL-J-368753,Tube,Waterloo,Liverpool Street,15/07/2024 18:02,15/07/2024 18:34,3.67,16,Lambeth,City of London
02/03/2024,TFL-J-208736,Tube,Kings Cross,Stratford,02/03/2024 20:45,02/03/2024 20:02,4.32,8,Camden,Newham
01/08/2024,TFL-J-981103,Bus,Paddington,Victoria,01/08/2024 16:52,01/08/2024 17:53,1.75,16,Westminster,Westminster
23/05/2024,TFL-J-171286,Bus,Euston,Victoria,23/05/2024 07:38,23/05/2024 08:08,1.75,5,Camden,Westminster
16/02/2024,TFL-J-606168,Bus,Stratford,Waterloo,16/02/2024 09:26,16/02/2024 10:14,1.75,4,Newham,Lambeth
20/12/2024,TFL-J-623806,Overground,Paddington,Waterloo,20/12/2024 17:53,20/12/2024 18:52,5.15,42,Westminster,Lambeth
16/05/2024,TFL-J-795177,Bus,Waterloo,Bank,16/05/2024 17:59,16/05/2024 18:27,1.75,7,Lambeth,City of London
22/06/2024,TFL-J-130059,Tube,Paddington,Liverpool Street,22/06/2024 18:17,22/06/2024 19:18,4.58,26,Westminster,City of London
17/06/2024,TFL-J-367175,Bus,Waterloo,Kings Cross,17/06/2024 09:02,17/06/2024 09:45,1.75,8,Lambeth,Camden
10/11/2024,TFL-J-112054,Tube,Canary Wharf,Paddington,10/11/2024 10:24,10/11/2024 10:49,13.55,0,Tower Hamlets,Westminster
12/05/2024,TFL-J-184223,Tube,Bank,Stratford,12/05/2024 09:20,12/05/2024 09:59,3.94,11,City of London,Newham
10/11/2024,TFL-J-997686,Bus,London Bridge,Liverpool Street,10/11/2024 18:15,10/11/2024 19:10,1.75,16,Southwark,City of London
09/07/2024,TFL-J-181417,Tube,Euston,Paddington,09/07/2024 07:05,09/07/2024 08:00,5.21,10,Camden,Westminster
28/11/2024,TFL-J-225460,Tube,Victoria,London Bridge,28/11/2024 09:24,28/11/2024 10:17,4.67,19,Westminster,Southwark
07/03/2024,TFL-J-326661,Tube,Kings Cross,Euston,07/03/2024 16:01,07/03/2024 16:48,4.52,2,Camden,Camden
07/11/2024,TFL-J-737369,Tube,Paddington,London Bridge,07/11/2024 17:58,07/11/2024 18:27,4.09,2,Westminster,Southwark
15/10/2024,TFL-J-808961,Tube,Paddington,Bank,15/10/2024 07:40,15/10/2024 08:45,3.81,28,Westminster,City of London
15/02/2024,TFL-J-923185,Overground,Euston,Canary Wharf,15/02/2024 12:42,15/02/2024 12:59,3.25,0,Camden,Tower Hamlets
22/03/2024,TFL-J-479402,Bus,Canary Wharf,Liverpool Street,22/03/2024 08:29,22/03/2024 09:13,1.75,9,Tower Hamlets,City of London
21/01/2024,TFL-J-658370,Tube,Stratford,Liverpool Street,21/01/2024 08:05,21/01/2024 08:23,5.11,1,Newham,City of London
03/11/2024,TFL-J-327574,Tube,Waterloo,Liverpool Street,03/11/2024 16:20,03/11/2024 17:05,4.05,18,Lambeth,City of London
21/08/2024,TFL-J-761998,Bus,Stratford,Canary Wharf,21/08/2024 16:29,21/08/2024 17:23,1.75,37,Newham,Tower Hamlets
15/05/2024,TFL-J-796183,Overground,Euston,Victoria,15/05/2024 18:51,15/05/2024 19:22,3,16,Camden,Westminster
08/03/2024,TFL-J-881829,Bus,London Bridge,Paddington,08/03/2024 17:08,08/03/2024 17:38,1.75,6,Southwark,Westminster
04/09/2024,TFL-J-865645,Overground,Liverpool Street,Stratford,04/09/2024 09:42,04/09/2024 10:41,5.34,23,City of London,Newham
