Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration,Cost_Per_Minute,Time_of_Day,Congestion_Tier
2024-08-23,TFL-J-162227,Tube,Paddington,London Bridge,2024-08-23 13:54:00,2024-08-23 14:28:00,4.54,1,Westminster,Southwark,34.0,0.1335294117647059,Off-Peak,Smooth
2024-11-20,TFL-J-847182,Bus,Paddington,Liverpool Street,2024-11-20 23:29:00,2024-11-21 00:03:00,1.75,0,Westminster,City of London,34.0,0.051470588235294115,Night,Smooth
2024-02-10,TFL-J-384951,Tube,Victoria,Euston,2024-02-10 16:39:00,2024-02-10 17:16:00,5.01,3,Westminster,Camden,37.0,0.1354054054054054,Peak PM,Smooth
2024-07-06,TFL-J-356454,Bus,Waterloo,Victoria,2024-07-06 14:11:00,2024-07-06 14:43:00,1.75,0,Lambeth,Westminster,32.0,0.0546875,Off-Peak,Smooth
2024-02-08,TFL-J-622032,Tube,Stratford,Waterloo,2024-02-08 07:58:00,2024-02-08 08:34:00,5.08,11,Newham,Lambeth,36.0,0.1411111111111111,Peak AM,High Friction
2024-01-27,TFL-J-907889,Tube,London Bridge,Paddington,2024-01-27 18:19:00,2024-01-27 19:06:00,3.01,14,Southwark,Westminster,47.0,0.06404255319148935,Peak PM,High Friction
2024-05-03,TFL-J-826402,Tube,Liverpool Street,London Bridge,2024-05-03 14:03:00,2024-05-03 14:41:00,4.37,4,City of London,Southwark,38.0,0.115,Off-Peak,Smooth
2024-07-29,TFL-J-115537,Tube,Victoria,Stratford,2024-07-29 12:45:00,2024-07-29 13:25:00,4.25,3,Westminster,Newham,40.0,0.10625,Off-Peak,Smooth
2024-03-03,TFL-J-253675,Bus,Victoria,Paddington,2024-03-03 16:48:00,2024-03-03 17:11:00,1.75,2,Westminster,Westminster,23.0,0.07608695652173914,Peak PM,Smooth
2024-04-10,TFL-J-804517,Overground,Liverpool Street,Canary Wharf,2024-04-10 16:14:00,2024-04-10 16:45:00,3.99,1,City of London,Tower Hamlets,31.0,0.12870967741935485,Peak PM,Smooth
2024-11-16,TFL-J-737279,Tube,Waterloo,Euston,2024-11-16 09:42:00,2024-11-16 10:30:00,2.97,4,Lambeth,Camden,48.0,0.061875000000000006,Peak AM,Smooth
2024-03-25,TFL-J-717936,Overground,Stratford,Waterloo,2024-03-25 21:21:00,2024-03-25 21:46:00,2.85,1,Newham,Lambeth,25.0,0.114,Night,Smooth
2024-05-14,TFL-J-680192,Tube,Paddington,Canary Wharf,2024-05-14 19:20:00,2024-05-14 19:44:00,5.0,3,Westminster,Tower Hamlets,24.0,0.20833333333333334,Night,Smooth
2024-01-02,TFL-J-424699,Bus,Euston,Waterloo,2024-01-02 17:00:00,2024-01-02 17:56:00,1.75,26,Camden,Lambeth,56.0,0.03125,Peak PM,High Friction
2024-04-05,TFL-J-950819,Bus,Waterloo,Stratford,2024-04-05 07:58:00,2024-04-05 08:37:00,1.75,17,Lambeth,Newham,39.0,0.04487179487179487,Peak AM,High Friction
2024-06-04,TFL-J-890591,Tube,Waterloo,Victoria,2024-06-04 11:08:00,2024-06-04 11:49:00,3.44,1,Lambeth,Westminster,41.0,0.08390243902439025,Off-Peak,Smooth
2024-10-23,TFL-J-901164,Tube,London Bridge,Victoria,2024-10-23 23:19:00,2024-10-24 00:03:00,4.76,3,Southwark,Westminster,44.0,0.10818181818181817,Night,Smooth
2024-05-21,TFL-J-368832,Tube,Euston,Canary Wharf,2024-05-21 15:17:00,2024-05-21 15:58:00,3.48,0,Camden,Tower Hamlets,41.0,0.08487804878048781,Off-Peak,Smooth
2024-12-03,TFL-J-369097,Tube,Bank,Victoria,2024-12-03 08:25:00,2024-12-03 09:15:00,4.93,16,City of London,Westminster,50.0,0.0986,Peak AM,High Friction
2024-12-25,TFL-J-179776,Tube,Canary Wharf,Stratford,2024-12-25 07:23:00,2024-12-25 08:15:00,5.0,35,Tower Hamlets,Newham,52.0,0.09615384615384616,Peak AM,High Friction
2024-02-24,TFL-J-859550,Tube,Euston,Waterloo,2024-02-24 11:25:00,2024-02-24 11:43:00,4.26,3,Camden,Lambeth,18.0,0.23666666666666666,Off-Peak,Smooth
2024-12-10,TFL-J-591483,Bus,Paddington,Victoria,2024-12-10 08:01:00,2024-12-10 08:52:00,1.75,13,Westminster,Westminster,51.0,0.03431372549019608,Peak AM,High Friction
2024-09-13,TFL-J-660741,Tube,Bank,Victoria,2024-09-13 15:43:00,2024-09-13 16:04:00,3.79,0,City of London,Westminster,21.0,0.18047619047619048,Off-Peak,Smooth
2024-04-18,TFL-J-600813,Tube,Liverpool Street,Bank,2024-04-18 17:18:00,2024-04-18 17:57:00,3.08,2,City of London,City of London,39.0,0.07897435897435898,Peak PM,Smooth
2024-11-09,TFL-J-922589,Bus,Bank,Waterloo,2024-11-09 16:43:00,2024-11-09 17:16:00,1.75,2,City of London,Lambeth,33.0,0.05303030303030303,Peak PM,Smooth
2024-10-24,TFL-J-623547,Bus,Kings Cross,London Bridge,2024-10-24 22:58:00,2024-10-24 23:32:00,1.75,0,Camden,Southwark,34.0,0.051470588235294115,Night,Smooth
2024-04-22,TFL-J-620067,Tube,Stratford,Euston,2024-04-22 16:32:00,2024-04-22 17:22:00,3.48,27,Newham,Camden,50.0,0.0696,Peak PM,High Friction
2024-08-26,TFL-J-163440,Tube,Kings Cross,Euston,2024-08-26 17:34:00,2024-08-26 17:54:00,5.48,3,Camden,Camden,20.0,0.274,Peak PM,Smooth
2024-03-19,TFL-J-426276,Tube,Victoria,Canary Wharf,2024-03-19 14:52:00,2024-03-19 15:18:00,4.65,0,Westminster,Tower Hamlets,26.0,0.17884615384615385,Off-Peak,Smooth
2024-03-25,TFL-J-186114,Tube,London Bridge,Bank,2024-03-25 14:33:00,2024-03-25 14:55:00,3.1,3,Southwark,City of London,22.0,0.1409090909090909,Off-Peak,Smooth
2024-11-22,TFL-J-274431,Tube,Waterloo,Stratford,2024-11-22 08:03:00,2024-11-22 08:18:00,3.89,0,Lambeth,Newham,15.0,0.25933333333333336,Peak AM,Smooth
2024-11-15,TFL-J-752816,Tube,Liverpool Street,Waterloo,2024-11-15 20:51:00,2024-11-15 21:12:00,5.26,3,City of London,Lambeth,21.0,0.25047619047619046,Night,Smooth
2024-03-21,TFL-J-631292,Tube,Victoria,Canary Wharf,2024-03-21 07:32:00,2024-03-21 08:41:00,3.21,51,Westminster,Tower Hamlets,69.0,0.04652173913043478,Peak AM,Severe Friction
2024-09-26,TFL-J-726842,Tube,Stratford,Canary Wharf,2024-09-26 23:03:00,2024-09-26 23:29:00,4.61,2,Newham,Tower Hamlets,26.0,0.17730769230769233,Night,Smooth
2024-02-25,TFL-J-440696,Bus,Liverpool Street,Waterloo,2024-02-25 07:05:00,2024-02-25 07:32:00,1.75,3,City of London,Lambeth,27.0,0.06481481481481481,Peak AM,Smooth
2024-11-11,TFL-J-647307,Tube,Victoria,Paddington,2024-11-11 08:15:00,2024-11-11 08:24:00,9.4,4,Westminster,Westminster,9.0,1.0444444444444445,Peak AM,Smooth
2024-06-05,TFL-J-121907,Bus,Stratford,Victoria,2024-06-05 08:56:00,2024-06-05 09:21:00,1.75,5,Newham,Westminster,25.0,0.07,Peak AM,Smooth
2024-08-08,TFL-J-852209,Bus,Euston,Liverpool Street,2024-08-08 20:52:00,2024-08-08 21:23:00,1.75,2,Camden,City of London,31.0,0.056451612903225805,Night,Smooth
2024-11-19,TFL-J-299207,Bus,Stratford,Bank,2024-11-19 16:57:00,2024-11-19 17:42:00,1.75,13,Newham,City of London,45.0,0.03888888888888889,Peak PM,High Friction
2024-06-06,TFL-J-782161,Tube,Victoria,Euston,2024-06-06 22:57:00,2024-06-06 23:31:00,4.91,2,Westminster,Camden,34.0,0.14441176470588235,Night,Smooth
2024-02-09,TFL-J-828094,Overground,London Bridge,Kings Cross,2024-02-09 18:20:00,2024-02-09 18:57:00,3.89,3,Southwark,Camden,37.0,0.10513513513513514,Peak PM,Smooth
2024-09-09,TFL-J-985916,Bus,London Bridge,Paddington,2024-09-09 17:28:00,2024-09-09 18:20:00,1.75,8,Southwark,Westminster,52.0,0.03365384615384615,Peak PM,Minor Delays
2024-03-23,TFL-J-536511,Tube,Bank,Victoria,2024-03-23 16:23:00,2024-03-23 16:43:00,4.53,2,City of London,Westminster,20.0,0.2265,Peak PM,Smooth
2024-03-29,TFL-J-311196,Bus,Euston,Victoria,2024-03-29 07:00:00,2024-03-29 07:26:00,1.75,4,Camden,Westminster,26.0,0.0673076923076923,Peak AM,Smooth
2024-08-20,TFL-J-266457,Tube,Paddington,London Bridge,2024-08-20 16:48:00,2024-08-20 17:36:00,3.46,4,Westminster,Southwark,48.0,0.07208333333333333,Peak PM,Smooth
2024-10-01,TFL-J-272018,Tube,Bank,London Bridge,2024-10-01 18:31:00,2024-10-01 19:17:00,5.49,1,City of London,Southwark,46.0,0.11934782608695653,Peak PM,Smooth
2024-11-15,TFL-J-984179,Bus,London Bridge,Stratford,2024-11-15 09:34:00,2024-11-15 10:24:00,1.75,9,Southwark,Newham,50.0,0.035,Peak AM,Minor Delays
2024-09-23,TFL-J-240149,Bus,Canary Wharf,Bank,2024-09-23 17:24:00,2024-09-23 18:22:00,1.75,22,Tower Hamlets,City of London,58.0,0.03017241379310345,Peak PM,High Friction
2024-08-16,TFL-J-331719,Tube,London Bridge,Stratford,2024-08-16 17:09:00,2024-08-16 17:54:00,3.08,21,Southwark,Newham,45.0,0.06844444444444445,Peak PM,High Friction
2024-03-13,TFL-J-150012,Tube,Bank,Kings Cross,2024-03-13 08:36:00,2024-03-13 09:02:00,4.19,1,City of London,Camden,26.0,0.16115384615384618,Peak AM,Smooth
2024-10-12,TFL-J-844795,Tube,Waterloo,Kings Cross,2024-10-12 17:17:00,2024-10-12 17:59:00,4.59,6,Lambeth,Camden,42.0,0.10928571428571428,Peak PM,Minor Delays
2024-07-20,TFL-J-669791,Tube,Euston,Stratford,2024-07-20 12:27:00,2024-07-20 12:51:00,5.45,0,Camden,Newham,24.0,0.22708333333333333,Off-Peak,Smooth
2024-03-16,TFL-J-495813,Bus,Paddington,Kings Cross,2024-03-16 18:23:00,2024-03-16 18:59:00,1.75,20,Westminster,Camden,36.0,0.04861111111111111,Peak PM,High Friction
2024-10-13,TFL-J-687921,Tube,Bank,Waterloo,2024-10-13 08:41:00,2024-10-13 09:20:00,4.57,20,City of London,Lambeth,39.0,0.11717948717948719,Peak AM,High Friction
2024-04-11,TFL-J-817804,Tube,Bank,Waterloo,2024-04-11 17:08:00,2024-04-11 17:28:00,4.32,3,City of London,Lambeth,20.0,0.21600000000000003,Peak PM,Smooth
2024-06-02,TFL-J-399346,Bus,Paddington,Stratford,2024-06-02 18:59:00,2024-06-02 19:21:00,1.75,0,Westminster,Newham,22.0,0.07954545454545454,Peak PM,Smooth
2024-07-30,TFL-J-493965,Tube,Canary Wharf,Bank,2024-07-30 14:49:00,2024-07-30 15:32:00,4.96,0,Tower Hamlets,City of London,43.0,0.11534883720930232,Off-Peak,Smooth
2024-01-30,TFL-J-683648,Bus,Liverpool Street,Waterloo,2024-01-30 16:48:00,2024-01-30 17:32:00,1.75,12,City of London,Lambeth,44.0,0.03977272727272727,Peak PM,High Friction
2024-07-19,TFL-J-604916,Bus,Victoria,Euston,2024-07-19 21:49:00,2024-07-19 22:35:00,1.75,8,Westminster,Camden,46.0,0.03804347826086957,Night,Minor Delays
2024-02-28,TFL-J-625763,Overground,Paddington,Kings Cross,2024-02-28 15:49:00,2024-02-28 16:13:00,3.86,0,Westminster,Camden,24.0,0.16083333333333333,Off-Peak,Smooth
2024-07-23,TFL-J-748129,Bus,Euston,Bank,2024-07-23 19:09:00,2024-07-23 19:47:00,1.75,0,Camden,City of London,38.0,0.046052631578947366,Night,Smooth
2024-01-16,TFL-J-241351,Bus,Paddington,Liverpool Street,2024-01-16 17:23:00,2024-01-16 18:14:00,1.75,34,Westminster,City of London,51.0,0.03431372549019608,Peak PM,High Friction
2024-11-24,TFL-J-141284,Tube,Bank,London Bridge,2024-11-24 17:16:00,2024-11-24 17:59:00,4.97,8,City of London,Southwark,43.0,0.1155813953488372,Peak PM,Minor Delays
2024-06-04,TFL-J-196015,Bus,London Bridge,Kings Cross,2024-06-04 17:57:00,2024-06-04 18:53:00,1.75,11,Southwark,Camden,56.0,0.03125,Peak PM,High Friction
2024-09-04,TFL-J-934763,Tube,Liverpool Street,Euston,2024-09-04 18:06:00,2024-09-04 18:30:00,3.44,3,City of London,Camden,24.0,0.14333333333333334,Peak PM,Smooth
2024-12-19,TFL-J-176212,Tube,Kings Cross,Victoria,2024-12-19 13:29:00,2024-12-19 14:13:00,5.11,8,Camden,Westminster,44.0,0.11613636363636365,Off-Peak,Minor Delays
2024-04-14,TFL-J-843822,Bus,Canary Wharf,Euston,2024-04-14 10:45:00,2024-04-14 11:06:00,1.75,6,Tower Hamlets,Camden,21.0,0.08333333333333333,Off-Peak,Minor Delays
2024-07-29,TFL-J-902141,Bus,Victoria,Euston,2024-07-29 09:47:00,2024-07-29 10:12:00,1.75,0,Westminster,Camden,25.0,0.07,Peak AM,Smooth
2024-12-28,TFL-J-108895,Tube,Waterloo,Victoria,2024-12-28 07:48:00,2024-12-28 08:17:00,5.09,9,Lambeth,Westminster,29.0,0.17551724137931035,Peak AM,Minor Delays
2024-09-14,TFL-J-305912,Bus,Bank,Stratford,2024-09-14 16:12:00,2024-09-14 16:45:00,1.75,0,City of London,Newham,33.0,0.05303030303030303,Peak PM,Smooth
2024-02-11,TFL-J-807623,Tube,Bank,Waterloo,2024-02-11 07:16:00,2024-02-11 08:17:00,5.08,25,City of London,Lambeth,61.0,0.08327868852459017,Peak AM,Severe Friction
2024-04-14,TFL-J-214171,Bus,Liverpool Street,Paddington,2024-04-14 11:59:00,2024-04-14 12:44:00,1.75,1,City of London,Westminster,45.0,0.03888888888888889,Off-Peak,Smooth
2024-08-11,TFL-J-522151,Tube,Bank,Stratford,2024-08-11 17:13:00,2024-08-11 17:42:00,4.4,3,City of London,Newham,29.0,0.1517241379310345,Peak PM,Smooth
2024-09-09,TFL-J-900980,Tube,Bank,Paddington,2024-09-09 09:21:00,2024-09-09 09:48:00,5.15,4,City of London,Westminster,27.0,0.19074074074074077,Peak AM,Smooth
2024-06-21,TFL-J-838498,Tube,Liverpool Street,Kings Cross,2024-06-21 23:26:00,2024-06-21 23:55:00,3.99,10,City of London,Camden,29.0,0.13758620689655174,Night,Minor Delays
2024-01-21,TFL-J-480774,Overground,Kings Cross,London Bridge,2024-01-21 08:43:00,2024-01-21 09:40:00,5.09,33,Camden,Southwark,57.0,0.08929824561403508,Peak AM,High Friction
2024-05-10,TFL-J-738968,Tube,Paddington,Kings Cross,2024-05-10 18:55:00,2024-05-10 19:36:00,3.95,8,Westminster,Camden,41.0,0.09634146341463415,Peak PM,Minor Delays
2024-12-15,TFL-J-462871,Tube,Euston,Bank,2024-12-15 21:32:00,2024-12-15 21:42:00,9.4,3,Camden,City of London,10.0,0.9400000000000001,Night,Smooth
2024-06-16,TFL-J-561652,Bus,Bank,Liverpool Street,2024-06-16 08:23:00,2024-06-16 09:13:00,1.75,9,City of London,City of London,50.0,0.035,Peak AM,Minor Delays
2024-11-15,TFL-J-632887,Overground,Victoria,Euston,2024-11-15 12:18:00,2024-11-15 12:44:00,4.3,9,Westminster,Camden,26.0,0.16538461538461538,Off-Peak,Minor Delays
2024-05-22,TFL-J-646853,Bus,Canary Wharf,Euston,2024-05-22 20:53:00,2024-05-22 21:37:00,1.75,1,Tower Hamlets,Camden,44.0,0.03977272727272727,Night,Smooth
2024-12-29,TFL-J-311752,Tube,Waterloo,Kings Cross,2024-12-29 15:23:00,2024-12-29 16:10:00,5.38,3,Lambeth,Camden,47.0,0.11446808510638298,Off-Peak,Smooth
2024-05-31,TFL-J-226356,Bus,Canary Wharf,Kings Cross,2024-05-31 09:42:00,2024-05-31 10:28:00,1.75,7,Tower Hamlets,Camden,46.0,0.03804347826086957,Peak AM,Minor Delays
2024-05-10,TFL-J-680946,Bus,London Bridge,Paddington,2024-05-10 13:41:00,2024-05-10 13:59:00,1.75,1,Southwark,Westminster,18.0,0.09722222222222222,Off-Peak,Smooth
2024-01-25,TFL-J-998303,Tube,Canary Wharf,Liverpool Street,2024-01-25 07:43:00,2024-01-25 08:35:00,5.4,11,Tower Hamlets,City of London,52.0,0.10384615384615385,Peak AM,High Friction
2024-03-04,TFL-J-321185,Tube,Kings Cross,Victoria,2024-03-04 08:01:00,2024-03-04 08:38:00,3.65,10,Camden,Westminster,37.0,0.09864864864864864,Peak AM,Minor Delays
2024-07-30,TFL-J-509272,Tube,Bank,Kings Cross,2024-07-30 11:34:00,2024-07-30 12:14:00,3.31,4,City of London,Camden,40.0,0.08275,Off-Peak,Smooth
2024-10-29,TFL-J-133337,Bus,Kings Cross,Victoria,2024-10-29 09:42:00,2024-10-29 10:31:00,1.75,23,Camden,Westminster,49.0,0.03571428571428571,Peak AM,High Friction
2024-10-21,TFL-J-840721,Tube,Euston,Stratford,2024-10-21 17:29:00,2024-10-21 18:06:00,12.8,15,Camden,Newham,37.0,0.34594594594594597,Peak PM,High Friction
2024-04-14,TFL-J-177679,Bus,Canary Wharf,Victoria,2024-04-14 19:14:00,2024-04-14 19:37:00,1.75,3,Tower Hamlets,Westminster,23.0,0.07608695652173914,Night,Smooth
2024-03-20,TFL-J-489996,Bus,Kings Cross,London Bridge,2024-03-20 18:38:00,2024-03-20 19:54:00,1.75,31,Camden,Southwark,76.0,0.023026315789473683,Peak PM,High Friction
2024-04-08,TFL-J-589076,Tube,Kings Cross,London Bridge,2024-04-08 09:01:00,2024-04-08 09:17:00,2.97,0,Camden,Southwark,16.0,0.185625,Peak AM,Smooth
2024-11-15,TFL-J-618533,Overground,Liverpool Street,Kings Cross,2024-11-15 13:41:00,2024-11-15 14:14:00,4.31,5,City of London,Camden,33.0,0.1306060606060606,Off-Peak,Smooth
2024-09-26,TFL-J-977328,Tube,Kings Cross,Waterloo,2024-09-26 18:13:00,2024-09-26 18:55:00,3.8,7,Camden,Lambeth,42.0,0.09047619047619047,Peak PM,Minor Delays
2024-01-23,TFL-J-781998,Tube,Bank,Paddington,2024-01-23 10:16:00,2024-01-23 10:48:00,3.09,1,City of London,Westminster,32.0,0.0965625,Off-Peak,Smooth
2024-09-23,TFL-J-391614,Tube,Victoria,Paddington,2024-09-23 10:40:00,2024-09-23 10:45:00,9.4,6,Westminster,Westminster,5.0,1.8800000000000001,Off-Peak,Minor Delays
2024-03-12,TFL-J-893867,Tube,Paddington,London Bridge,2024-03-12 08:50:00,2024-03-12 09:47:00,4.92,22,Westminster,Southwark,57.0,0.0863157894736842,Peak AM,High Friction
2024-02-13,TFL-J-785141,Bus,Victoria,Liverpool Street,2024-02-13 09:03:00,2024-02-13 09:47:00,1.75,1,Westminster,City of London,44.0,0.03977272727272727,Peak AM,Smooth
2024-09-03,TFL-J-499161,Bus,Bank,Canary Wharf,2024-09-03 13:48:00,2024-09-03 14:33:00,1.75,3,City of London,Tower Hamlets,45.0,0.03888888888888889,Off-Peak,Smooth
2024-05-12,TFL-J-720023,Bus,Kings Cross,London Bridge,2024-05-12 16:43:00,2024-05-12 17:34:00,1.75,23,Camden,Southwark,51.0,0.03431372549019608,Peak PM,High Friction
2024-06-05,TFL-J-579957,Tube,Bank,London Bridge,2024-06-05 21:03:00,2024-06-05 21:54:00,2.88,11,City of London,Southwark,51.0,0.05647058823529411,Night,High Friction
2024-07-12,TFL-J-939441,Overground,Victoria,Canary Wharf,2024-07-12 09:09:00,2024-07-12 10:03:00,4.13,26,Westminster,Tower Hamlets,54.0,0.07648148148148148,Peak AM,High Friction
2024-08-17,TFL-J-235282,Bus,Liverpool Street,Euston,2024-08-17 20:32:00,2024-08-17 20:54:00,1.75,2,City of London,Camden,22.0,0.07954545454545454,Night,Smooth
2024-03-04,TFL-J-554578,Tube,Canary Wharf,Stratford,2024-03-04 07:53:00,2024-03-04 08:36:00,3.84,0,Tower Hamlets,Newham,43.0,0.08930232558139535,Peak AM,Smooth
2024-08-06,TFL-J-134094,Tube,Victoria,Euston,2024-08-06 09:30:00,2024-08-06 10:12:00,2.82,21,Westminster,Camden,42.0,0.06714285714285714,Peak AM,High Friction
2024-08-22,TFL-J-839356,Overground,Euston,Liverpool Street,2024-08-22 15:25:00,2024-08-22 15:50:00,4.53,3,Camden,City of London,25.0,0.1812,Off-Peak,Smooth
2024-10-16,TFL-J-192086,Tube,Victoria,Stratford,2024-10-16 16:53:00,2024-10-16 17:14:00,3.87,2,Westminster,Newham,21.0,0.1842857142857143,Peak PM,Smooth
2024-03-18,TFL-J-427558,Tube,Liverpool Street,Waterloo,2024-03-18 18:54:00,2024-03-18 19:36:00,2.86,9,City of London,Lambeth,42.0,0.0680952380952381,Peak PM,Minor Delays
2024-10-14,TFL-J-900944,Bus,Stratford,Paddington,2024-10-14 17:24:00,2024-10-14 17:28:00,9.4,4,Newham,Westminster,4.0,2.35,Peak PM,Smooth
2024-12-02,TFL-J-142021,Bus,Kings Cross,Euston,2024-12-02 07:54:00,2024-12-02 08:15:00,1.75,2,Camden,Camden,21.0,0.08333333333333333,Peak AM,Smooth
2024-07-07,TFL-J-795628,Tube,Paddington,Euston,2024-07-07 08:18:00,2024-07-07 09:03:00,4.14,14,Westminster,Camden,45.0,0.092,Peak AM,High Friction
2024-09-07,TFL-J-478124,Tube,Euston,Paddington,2024-09-07 14:15:00,2024-09-07 15:00:00,3.52,3,Camden,Westminster,45.0,0.07822222222222222,Off-Peak,Smooth
2024-01-21,TFL-J-596060,Tube,Victoria,Paddington,2024-01-21 12:08:00,2024-01-21 12:25:00,3.7,1,Westminster,Westminster,17.0,0.21764705882352942,Off-Peak,Smooth
2024-01-08,TFL-J-636479,Tube,Waterloo,Victoria,2024-01-08 16:23:00,2024-01-08 16:57:00,3.8,0,Lambeth,Westminster,34.0,0.11176470588235293,Peak PM,Smooth
2024-06-11,TFL-J-378646,Tube,Paddington,Liverpool Street,2024-06-11 07:57:00,2024-06-11 08:49:00,4.46,17,Westminster,City of London,52.0,0.08576923076923076,Peak AM,High Friction
2024-02-04,TFL-J-161020,Tube,Euston,Stratford,2024-02-04 18:19:00,2024-02-04 18:53:00,5.3,11,Camden,Newham,34.0,0.15588235294117647,Peak PM,High Friction
2024-09-10,TFL-J-639538,Tube,Canary Wharf,Paddington,2024-09-10 14:08:00,2024-09-10 14:36:00,3.12,1,Tower Hamlets,Westminster,28.0,0.11142857142857143,Off-Peak,Smooth
2024-04-25,TFL-J-146492,Tube,Victoria,Euston,2024-04-25 16:41:00,2024-04-25 17:46:00,4.54,21,Westminster,Camden,65.0,0.06984615384615385,Peak PM,High Friction
2024-12-07,TFL-J-600446,Tube,Kings Cross,London Bridge,2024-12-07 13:33:00,2024-12-07 14:13:00,3.11,1,Camden,Southwark,40.0,0.07775,Off-Peak,Smooth
2024-12-22,TFL-J-986374,Tube,Canary Wharf,Liverpool Street,2024-12-22 17:29:00,2024-12-22 17:54:00,5.19,2,Tower Hamlets,City of London,25.0,0.2076,Peak PM,Smooth
2024-08-12,TFL-J-744306,Bus,London Bridge,Euston,2024-08-12 14:38:00,2024-08-12 15:03:00,1.75,2,Southwark,Camden,25.0,0.07,Off-Peak,Smooth
2024-03-27,TFL-J-960684,Tube,Liverpool Street,Canary Wharf,2024-03-27 07:39:00,2024-03-27 08:16:00,3.43,10,City of London,Tower Hamlets,37.0,0.09270270270270271,Peak AM,Minor Delays
2024-10-28,TFL-J-345870,Tube,Canary Wharf,Paddington,2024-10-28 13:14:00,2024-10-28 13:30:00,3.56,1,Tower Hamlets,Westminster,16.0,0.2225,Off-Peak,Smooth
2024-03-11,TFL-J-409627,Overground,Liverpool Street,London Bridge,2024-03-11 14:50:00,2024-03-11 15:31:00,7.03,6,City of London,Southwark,41.0,0.17146341463414635,Off-Peak,Minor Delays
2024-10-21,TFL-J-565401,Tube,Liverpool Street,Bank,2024-10-21 07:10:00,2024-10-21 08:02:00,5.49,12,City of London,City of London,52.0,0.10557692307692308,Peak AM,High Friction
2024-12-29,TFL-J-986227,Tube,Canary Wharf,Paddington,2024-12-29 07:23:00,2024-12-29 07:55:00,4.61,3,Tower Hamlets,Westminster,32.0,0.1440625,Peak AM,Smooth
2024-10-31,TFL-J-849213,Tube,Waterloo,Kings Cross,2024-10-31 07:04:00,2024-10-31 07:59:00,2.83,18,Lambeth,Camden,55.0,0.051454545454545454,Peak AM,High Friction
2024-12-24,TFL-J-711382,Tube,Euston,Victoria,2024-12-24 08:39:00,2024-12-24 09:30:00,4.4,12,Camden,Westminster,51.0,0.08627450980392158,Peak AM,High Friction
2024-05-30,TFL-J-204597,Tube,Paddington,Liverpool Street,2024-05-30 14:13:00,2024-05-30 14:47:00,4.05,4,Westminster,City of London,34.0,0.11911764705882352,Off-Peak,Smooth
2024-12-29,TFL-J-921648,Bus,Victoria,Waterloo,2024-12-29 11:14:00,2024-12-29 11:51:00,1.75,0,Westminster,Lambeth,37.0,0.0472972972972973,Off-Peak,Smooth
2024-04-16,TFL-J-746730,Overground,Stratford,Victoria,2024-04-16 07:24:00,2024-04-16 08:12:00,5.31,9,Newham,Westminster,48.0,0.11062499999999999,Peak AM,Minor Delays
2024-12-06,TFL-J-870922,Tube,Euston,Kings Cross,2024-12-06 13:25:00,2024-12-06 14:03:00,4.75,5,Camden,Camden,38.0,0.125,Off-Peak,Smooth
2024-11-12,TFL-J-669431,Overground,Kings Cross,Victoria,2024-11-12 14:32:00,2024-11-12 15:05:00,3.61,2,Camden,Westminster,33.0,0.10939393939393939,Off-Peak,Smooth
2024-06-29,TFL-J-483877,Overground,Liverpool Street,Euston,2024-06-29 15:07:00,2024-06-29 15:54:00,4.43,2,City of London,Camden,47.0,0.09425531914893616,Off-Peak,Smooth
2024-04-04,TFL-J-851677,Tube,Victoria,Waterloo,2024-04-04 07:08:00,2024-04-04 08:10:00,4.14,27,Westminster,Lambeth,62.0,0.0667741935483871,Peak AM,Severe Friction
2024-06-21,TFL-J-756755,Tube,London Bridge,Canary Wharf,2024-06-21 23:25:00,2024-06-22 00:09:00,4.55,0,Southwark,Tower Hamlets,44.0,0.10340909090909091,Night,Smooth
2024-12-15,TFL-J-743712,Tube,Waterloo,Stratford,2024-12-15 07:47:00,2024-12-15 08:15:00,3.18,8,Lambeth,Newham,28.0,0.11357142857142857,Peak AM,Minor Delays
2024-03-31,TFL-J-912110,Bus,Waterloo,Liverpool Street,2024-03-31 08:13:00,2024-03-31 08:36:00,1.75,6,Lambeth,City of London,23.0,0.07608695652173914,Peak AM,Minor Delays
2024-05-07,TFL-J-375080,Bus,London Bridge,Bank,2024-05-07 16:22:00,2024-05-07 16:42:00,1.75,4,Southwark,City of London,20.0,0.0875,Peak PM,Smooth
2024-01-10,TFL-J-691141,Bus,Liverpool Street,Paddington,2024-01-10 18:12:00,2024-01-10 19:11:00,1.75,23,City of London,Westminster,59.0,0.029661016949152543,Peak PM,High Friction
2024-02-27,TFL-J-223459,Tube,Waterloo,Bank,2024-02-27 08:48:00,2024-02-27 09:28:00,4.77,15,Lambeth,City of London,40.0,0.11925,Peak AM,High Friction
2024-10-08,TFL-J-854577,Tube,Stratford,Waterloo,2024-10-08 08:32:00,2024-10-08 09:13:00,4.3,13,Newham,Lambeth,41.0,0.1048780487804878,Peak AM,High Friction
2024-11-29,TFL-J-422187,Overground,Stratford,Paddington,2024-11-29 08:37:00,2024-11-29 09:05:00,5.39,10,Newham,Westminster,28.0,0.19249999999999998,Peak AM,Minor Delays
