Date,Journey_ID,Transport_Mode,Origin_Station,Destination_Station,Tap_In_Time,Tap_Out_Time,Journey_Cost,Delay_Minutes,Origin_Borough,Destination_Borough,Journey_Duration
2024-11-13,TFL-J-841403,Tube,Waterloo,Victoria,2024-11-13 07:49:00,2024-11-13 08:21:00,4.68,7,Lambeth,Westminster,32.0
2024-04-03,TFL-J-400382,Bus,Liverpool Street,Waterloo,2024-04-03 14:42:00,2024-04-03 15:12:00,1.75,0,City of London,Lambeth,30.0
2024-06-12,TFL-J-497354,Tube,Liverpool Street,Kings Cross,2024-06-12 11:59:00,2024-06-12 12:34:00,5.33,0,City of London,Camden,35.0
2024-01-21,TFL-J-425729,Tube,Bank,Waterloo,2024-01-21 09:02:00,2024-01-21 09:36:00,2.88,6,City of London,Lambeth,34.0
2024-04-08,TFL-J-561134,Tube,Stratford,Waterloo,2024-04-08 17:24:00,2024-04-08 17:56:00,3.96,5,Newham,Lambeth,32.0
2024-01-21,TFL-J-406144,Tube,Paddington,Victoria,2024-01-21 09:44:00,2024-01-21 10:44:00,2.9,18,Westminster,Westminster,60.0
2024-03-25,TFL-J-376405,Tube,Waterloo,Euston,2024-03-25 07:48:00,2024-03-25 08:31:00,4.67,28,Lambeth,Camden,43.0
2024-03-23,TFL-J-146443,Tube,Euston,Bank,2024-03-23 16:42:00,2024-03-23 17:15:00,5.23,17,Camden,City of London,33.0
2024-06-17,TFL-J-441947,Tube,Paddington,Euston,2024-06-17 07:25:00,2024-06-17 08:12:00,3.25,23,Westminster,Camden,47.0
2024-01-10,TFL-J-581739,Tube,Canary Wharf,Paddington,2024-01-10 22:55:00,2024-01-10 23:17:00,4.73,0,Tower Hamlets,Westminster,22.0
2024-11-05,TFL-J-723993,Tube,London Bridge,Euston,2024-11-05 13:45:00,2024-11-05 14:21:00,3.77,2,Southwark,Camden,36.0
2024-05-28,TFL-J-551410,Tube,Canary Wharf,Bank,2024-05-28 13:48:00,2024-05-28 14:30:00,3.98,2,Tower Hamlets,City of London,42.0
2024-02-07,TFL-J-216814,Tube,Bank,Victoria,2024-02-07 09:29:00,2024-02-07 10:16:00,5.22,21,City of London,Westminster,47.0
2024-12-06,TFL-J-841470,Tube,Euston,Bank,2024-12-06 16:30:00,2024-12-06 17:07:00,4.14,7,Camden,City of London,37.0
2024-01-11,TFL-J-606008,Tube,Kings Cross,Victoria,2024-01-11 14:09:00,2024-01-11 14:52:00,5.05,2,Camden,Westminster,43.0
2024-06-11,TFL-J-459318,Bus,Euston,Canary Wharf,2024-06-11 07:31:00,2024-06-11 07:57:00,4.19,4,Camden,Tower Hamlets,26.0
2024-05-11,TFL-J-929171,Tube,Canary Wharf,Victoria,2024-05-11 18:57:00,2024-05-11 19:38:00,3.58,13,Tower Hamlets,Westminster,41.0
2024-11-12,TFL-J-205699,Tube,Liverpool Street,London Bridge,2024-11-12 11:15:00,2024-11-12 11:35:00,4.55,0,City of London,Southwark,20.0
2024-01-19,TFL-J-934465,Tube,Victoria,London Bridge,2024-01-19 17:27:00,2024-01-19 17:48:00,5.48,0,Westminster,Southwark,21.0
2024-03-04,TFL-J-746075,Overground,Canary Wharf,Liverpool Street,2024-03-04 18:13:00,2024-03-04 19:04:00,3.4,9,Tower Hamlets,City of London,51.0
2024-11-12,TFL-J-951187,Overground,Waterloo,London Bridge,2024-11-12 07:55:00,2024-11-12 08:28:00,5.28,3,Lambeth,Southwark,33.0
2024-12-25,TFL-J-771438,Overground,Canary Wharf,London Bridge,2024-12-25 19:24:00,2024-12-25 19:43:00,3.0,0,Tower Hamlets,Southwark,19.0
2024-04-15,TFL-J-709951,Tube,Kings Cross,London Bridge,2024-04-15 09:22:00,2024-04-15 09:48:00,3.93,4,Camden,Southwark,26.0
2024-12-19,TFL-J-156581,Bus,Kings Cross,Euston,2024-12-19 17:18:00,2024-12-19 17:42:00,1.75,4,Camden,Camden,24.0
2024-09-17,TFL-J-283776,Tube,Liverpool Street,London Bridge,2024-09-17 08:35:00,2024-09-17 09:22:00,4.55,16,City of London,Southwark,47.0
2024-02-25,TFL-J-957990,Overground,Victoria,Paddington,2024-02-25 08:11:00,2024-02-25 08:43:00,3.36,5,Westminster,Westminster,32.0
2024-04-24,TFL-J-192196,Tube,Bank,Kings Cross,2024-04-24 14:56:00,2024-04-24 15:25:00,3.53,0,City of London,Camden,29.0
2024-09-21,TFL-J-630572,Tube,Canary Wharf,Bank,2024-09-21 07:54:00,2024-09-21 08:29:00,4.98,18,Tower Hamlets,City of London,35.0
2024-01-10,TFL-J-531551,Tube,Stratford,Canary Wharf,2024-01-10 09:52:00,2024-01-10 10:19:00,3.31,12,Newham,Tower Hamlets,27.0
2024-08-23,TFL-J-162227,Tube,Paddington,London Bridge,2024-08-23 13:54:00,2024-08-23 14:28:00,4.54,1,Westminster,Southwark,34.0
2024-11-20,TFL-J-847182,Bus,Paddington,Liverpool Street,2024-11-20 23:29:00,2024-11-21 00:03:00,1.75,0,Westminster,City of London,34.0
2024-02-10,TFL-J-384951,Tube,Victoria,Euston,2024-02-10 16:39:00,2024-02-10 17:16:00,5.01,3,Westminster,Camden,37.0
2024-07-06,TFL-J-356454,Bus,Waterloo,Victoria,2024-07-06 14:11:00,2024-07-06 14:43:00,1.75,0,Lambeth,Westminster,32.0
2024-02-08,TFL-J-622032,Tube,Stratford,Waterloo,2024-02-08 07:58:00,2024-02-08 08:34:00,5.08,11,Newham,Lambeth,36.0
2024-01-27,TFL-J-907889,Tube,London Bridge,Paddington,2024-01-27 18:19:00,2024-01-27 19:06:00,3.01,14,Southwark,Westminster,47.0
2024-05-03,TFL-J-826402,Tube,Liverpool Street,London Bridge,2024-05-03 14:03:00,2024-05-03 14:41:00,4.37,4,City of London,Southwark,38.0
2024-07-29,TFL-J-115537,Tube,Victoria,Stratford,2024-07-29 12:45:00,2024-07-29 13:25:00,4.25,3,Westminster,Newham,40.0
2024-03-03,TFL-J-253675,Bus,Victoria,Paddington,2024-03-03 16:48:00,2024-03-03 17:11:00,1.75,2,Westminster,Westminster,23.0
2024-04-10,TFL-J-804517,Overground,Liverpool Street,Canary Wharf,2024-04-10 16:14:00,2024-04-10 16:45:00,3.99,1,City of London,Tower Hamlets,31.0
2024-11-16,TFL-J-737279,Tube,Waterloo,Euston,2024-11-16 09:42:00,2024-11-16 10:30:00,2.97,4,Lambeth,Camden,48.0
2024-03-25,TFL-J-717936,Overground,Stratford,Waterloo,2024-03-25 21:21:00,2024-03-25 21:46:00,2.85,1,Newham,Lambeth,25.0
2024-05-14,TFL-J-680192,Tube,Paddington,Canary Wharf,2024-05-14 19:20:00,2024-05-14 19:44:00,5.0,3,Westminster,Tower Hamlets,24.0
2024-01-02,TFL-J-424699,Bus,Euston,Waterloo,2024-01-02 17:00:00,2024-01-02 17:56:00,1.75,26,Camden,Lambeth,56.0
2024-04-05,TFL-J-950819,Bus,Waterloo,Stratford,2024-04-05 07:58:00,2024-04-05 08:37:00,1.75,17,Lambeth,Newham,39.0
2024-06-04,TFL-J-890591,Tube,Waterloo,Victoria,2024-06-04 11:08:00,2024-06-04 11:49:00,3.44,1,Lambeth,Westminster,41.0
2024-10-23,TFL-J-901164,Tube,London Bridge,Victoria,2024-10-23 23:19:00,2024-10-24 00:03:00,4.76,3,Southwark,Westminster,44.0
2024-05-21,TFL-J-368832,Tube,Euston,Canary Wharf,2024-05-21 15:17:00,2024-05-21 15:58:00,3.48,0,Camden,Tower Hamlets,41.0
2024-12-03,TFL-J-369097,Tube,Bank,Victoria,2024-12-03 08:25:00,2024-12-03 09:15:00,4.93,16,City of London,Westminster,50.0
2024-12-25,TFL-J-179776,Tube,Canary Wharf,Stratford,2024-12-25 07:23:00,2024-12-25 08:15:00,5.0,35,Tower Hamlets,Newham,52.0
2024-02-24,TFL-J-859550,Tube,Euston,Waterloo,2024-02-24 11:25:00,2024-02-24 11:43:00,4.26,3,Camden,Lambeth,18.0
2024-12-10,TFL-J-591483,Bus,Paddington,Victoria,2024-12-10 08:01:00,2024-12-10 08:52:00,1.75,13,Westminster,Westminster,51.0
2024-09-13,TFL-J-660741,Tube,Bank,Victoria,2024-09-13 15:43:00,2024-09-13 16:04:00,3.79,0,City of London,Westminster,21.0
2024-04-18,TFL-J-600813,Tube,Liverpool Street,Bank,2024-04-18 17:18:00,2024-04-18 17:57:00,3.08,2,City of London,City of London,39.0
2024-11-09,TFL-J-922589,Bus,Bank,Waterloo,2024-11-09 16:43:00,2024-11-09 17:16:00,1.75,2,City of London,Lambeth,33.0
2024-10-24,TFL-J-623547,Bus,Kings Cross,London Bridge,2024-10-24 22:58:00,2024-10-24 23:32:00,1.75,0,Camden,Southwark,34.0
2024-04-22,TFL-J-620067,Tube,Stratford,Euston,2024-04-22 16:32:00,2024-04-22 17:22:00,3.48,27,Newham,Camden,50.0
2024-08-26,TFL-J-163440,Tube,Kings Cross,Euston,2024-08-26 17:34:00,2024-08-26 17:54:00,5.48,3,Camden,Camden,20.0
2024-03-19,TFL-J-426276,Tube,Victoria,Canary Wharf,2024-03-19 14:52:00,2024-03-19 15:18:00,4.65,0,Westminster,Tower Hamlets,26.0
2024-03-25,TFL-J-186114,Tube,London Bridge,Bank,2024-03-25 14:33:00,2024-03-25 14:55:00,3.1,3,Southwark,City of London,22.0
2024-11-22,TFL-J-274431,Tube,Waterloo,Stratford,2024-11-22 08:03:00,2024-11-22 08:18:00,3.89,0,Lambeth,Newham,15.0
2024-11-15,TFL-J-752816,Tube,Liverpool Street,Waterloo,2024-11-15 20:51:00,2024-11-15 21:12:00,5.26,3,City of London,Lambeth,21.0
2024-03-21,TFL-J-631292,Tube,Victoria,Canary Wharf,2024-03-21 07:32:00,2024-03-21 08:41:00,3.21,51,Westminster,Tower Hamlets,69.0
2024-09-26,TFL-J-726842,Tube,Stratford,Canary Wharf,2024-09-26 23:03:00,2024-09-26 23:29:00,4.61,2,Newham,Tower Hamlets,26.0
2024-02-25,TFL-J-440696,Bus,Liverpool Street,Waterloo,2024-02-25 07:05:00,2024-02-25 07:32:00,1.75,3,City of London,Lambeth,27.0
2024-11-11,TFL-J-647307,Tube,Victoria,Paddington,2024-11-11 08:15:00,2024-11-11 08:24:00,9.4,4,Westminster,Westminster,9.0
2024-06-05,TFL-J-121907,Bus,Stratford,Victoria,2024-06-05 08:56:00,2024-06-05 09:21:00,1.75,5,Newham,Westminster,25.0
2024-08-08,TFL-J-852209,Bus,Euston,Liverpool Street,2024-08-08 20:52:00,2024-08-08 21:23:00,1.75,2,Camden,City of London,31.0
2024-11-19,TFL-J-299207,Bus,Stratford,Bank,2024-11-19 16:57:00,2024-11-19 17:42:00,1.75,13,Newham,City of London,45.0
2024-06-06,TFL-J-782161,Tube,Victoria,Euston,2024-06-06 22:57:00,2024-06-06 23:31:00,4.91,2,Westminster,Camden,34.0
2024-02-09,TFL-J-828094,Overground,London Bridge,Kings Cross,2024-02-09 18:20:00,2024-02-09 18:57:00,3.89,3,Southwark,Camden,37.0
2024-09-09,TFL-J-985916,Bus,London Bridge,Paddington,2024-09-09 17:28:00,2024-09-09 18:20:00,1.75,8,Southwark,Westminster,52.0
2024-03-23,TFL-J-536511,Tube,Bank,Victoria,2024-03-23 16:23:00,2024-03-23 16:43:00,4.53,2,City of London,Westminster,20.0
2024-03-29,TFL-J-311196,Bus,Euston,Victoria,2024-03-29 07:00:00,2024-03-29 07:26:00,1.75,4,Camden,Westminster,26.0
2024-08-20,TFL-J-266457,Tube,Paddington,London Bridge,2024-08-20 16:48:00,2024-08-20 17:36:00,3.46,4,Westminster,Southwark,48.0
2024-10-01,TFL-J-272018,Tube,Bank,London Bridge,2024-10-01 18:31:00,2024-10-01 19:17:00,5.49,1,City of London,Southwark,46.0
2024-11-15,TFL-J-984179,Bus,London Bridge,Stratford,2024-11-15 09:34:00,2024-11-15 10:24:00,1.75,9,Southwark,Newham,50.0
2024-09-23,TFL-J-240149,Bus,Canary Wharf,Bank,2024-09-23 17:24:00,2024-09-23 18:22:00,1.75,22,Tower Hamlets,City of London,58.0
2024-08-16,TFL-J-331719,Tube,London Bridge,Stratford,2024-08-16 17:09:00,2024-08-16 17:54:00,3.08,21,Southwark,Newham,45.0
2024-03-13,TFL-J-150012,Tube,Bank,Kings Cross,2024-03-13 08:36:00,2024-03-13 09:02:00,4.19,1,City of London,Camden,26.0
2024-10-12,TFL-J-844795,Tube,Waterloo,Kings Cross,2024-10-12 17:17:00,2024-10-12 17:59:00,4.59,6,Lambeth,Camden,42.0
2024-07-20,TFL-J-669791,Tube,Euston,Stratford,2024-07-20 12:27:00,2024-07-20 12:51:00,5.45,0,Camden,Newham,24.0
2024-03-16,TFL-J-495813,Bus,Paddington,Kings Cross,2024-03-16 18:23:00,2024-03-16 18:59:00,1.75,20,Westminster,Camden,36.0
2024-10-13,TFL-J-687921,Tube,Bank,Waterloo,2024-10-13 08:41:00,2024-10-13 09:20:00,4.57,20,City of London,Lambeth,39.0
2024-04-11,TFL-J-817804,Tube,Bank,Waterloo,2024-04-11 17:08:00,2024-04-11 17:28:00,4.32,3,City of London,Lambeth,20.0
2024-06-02,TFL-J-399346,Bus,Paddington,Stratford,2024-06-02 18:59:00,2024-06-02 19:21:00,1.75,0,Westminster,Newham,22.0
2024-07-30,TFL-J-493965,Tube,Canary Wharf,Bank,2024-07-30 14:49:00,2024-07-30 15:32:00,4.96,0,Tower Hamlets,City of London,43.0
2024-01-30,TFL-J-683648,Bus,Liverpool Street,Waterloo,2024-01-30 16:48:00,2024-01-30 17:32:00,1.75,12,City of London,Lambeth,44.0
2024-07-19,TFL-J-604916,Bus,Victoria,Euston,2024-07-19 21:49:00,2024-07-19 22:35:00,1.75,8,Westminster,Camden,46.0
2024-02-28,TFL-J-625763,Overground,Paddington,Kings Cross,2024-02-28 15:49:00,2024-02-28 16:13:00,3.86,0,Westminster,Camden,24.0
2024-07-23,TFL-J-748129,Bus,Euston,Bank,2024-07-23 19:09:00,2024-07-23 19:47:00,1.75,0,Camden,City of London,38.0
2024-01-16,TFL-J-241351,Bus,Paddington,Liverpool Street,2024-01-16 17:23:00,2024-01-16 18:14:00,1.75,34,Westminster,City of London,51.0
2024-11-24,TFL-J-141284,Tube,Bank,London Bridge,2024-11-24 17:16:00,2024-11-24 17:59:00,4.97,8,City of London,Southwark,43.0
2024-06-04,TFL-J-196015,Bus,London Bridge,Kings Cross,2024-06-04 17:57:00,2024-06-04 18:53:00,1.75,11,Southwark,Camden,56.0
2024-09-04,TFL-J-934763,Tube,Liverpool Street,Euston,2024-09-04 18:06:00,2024-09-04 18:30:00,3.44,3,City of London,Camden,24.0
2024-12-19,TFL-J-176212,Tube,Kings Cross,Victoria,2024-12-19 13:29:00,2024-12-19 14:13:00,5.11,8,Camden,Westminster,44.0
2024-04-14,TFL-J-843822,Bus,Canary Wharf,Euston,2024-04-14 10:45:00,2024-04-14 11:06:00,1.75,6,Tower Hamlets,Camden,21.0
2024-07-29,TFL-J-902141,Bus,Victoria,Euston,2024-07-29 09:47:00,2024-07-29 10:12:00,1.75,0,Westminster,Camden,25.0
2024-12-28,TFL-J-108895,Tube,Waterloo,Victoria,2024-12-28 07:48:00,2024-12-28 08:17:00,5.09,9,Lambeth,Westminster,29.0
2024-09-14,TFL-J-305912,Bus,Bank,Stratford,2024-09-14 16:12:00,2024-09-14 16:45:00,1.75,0,City of London,Newham,33.0
2024-02-11,TFL-J-807623,Tube,Bank,Waterloo,2024-02-11 07:16:00,2024-02-11 08:17:00,5.08,25,City of London,Lambeth,61.0
2024-04-14,TFL-J-214171,Bus,Liverpool Street,Paddington,2024-04-14 11:59:00,2024-04-14 12:44:00,1.75,1,City of London,Westminster,45.0
2024-08-11,TFL-J-522151,Tube,Bank,Stratford,2024-08-11 17:13:00,2024-08-11 17:42:00,4.4,3,City of London,Newham,29.0
2024-09-09,TFL-J-900980,Tube,Bank,Paddington,2024-09-09 09:21:00,2024-09-09 09:48:00,5.15,4,City of London,Westminster,27.0
2024-06-21,TFL-J-838498,Tube,Liverpool Street,Kings Cross,2024-06-21 23:26:00,2024-06-21 23:55:00,3.99,10,City of London,Camden,29.0
2024-01-21,TFL-J-480774,Overground,Kings Cross,London Bridge,2024-01-21 08:43:00,2024-01-21 09:40:00,5.09,33,Camden,Southwark,57.0
2024-05-10,TFL-J-738968,Tube,Paddington,Kings Cross,2024-05-10 18:55:00,2024-05-10 19:36:00,3.95,8,Westminster,Camden,41.0
2024-12-15,TFL-J-462871,Tube,Euston,Bank,2024-12-15 21:32:00,2024-12-15 21:42:00,9.4,3,Camden,City of London,10.0
2024-06-16,TFL-J-561652,Bus,Bank,Liverpool Street,2024-06-16 08:23:00,2024-06-16 09:13:00,1.75,9,City of London,City of London,50.0
2024-11-15,TFL-J-632887,Overground,Victoria,Euston,2024-11-15 12:18:00,2024-11-15 12:44:00,4.3,9,Westminster,Camden,26.0
2024-05-22,TFL-J-646853,Bus,Canary Wharf,Euston,2024-05-22 20:53:00,2024-05-22 21:37:00,1.75,1,Tower Hamlets,Camden,44.0
2024-12-29,TFL-J-311752,Tube,Waterloo,Kings Cross,2024-12-29 15:23:00,2024-12-29 16:10:00,5.38,3,Lambeth,Camden,47.0
2024-05-31,TFL-J-226356,Bus,Canary Wharf,Kings Cross,2024-05-31 09:42:00,2024-05-31 10:28:00,1.75,7,Tower Hamlets,Camden,46.0
2024-05-10,TFL-J-680946,Bus,London Bridge,Paddington,2024-05-10 13:41:00,2024-05-10 13:59:00,1.75,1,Southwark,Westminster,18.0
2024-01-25,TFL-J-998303,Tube,Canary Wharf,Liverpool Street,2024-01-25 07:43:00,2024-01-25 08:35:00,5.4,11,Tower Hamlets,City of London,52.0
2024-03-04,TFL-J-321185,Tube,Kings Cross,Victoria,2024-03-04 08:01:00,2024-03-04 08:38:00,3.65,10,Camden,Westminster,37.0
2024-07-30,TFL-J-509272,Tube,Bank,Kings Cross,2024-07-30 11:34:00,2024-07-30 12:14:00,3.31,4,City of London,Camden,40.0
2024-10-29,TFL-J-133337,Bus,Kings Cross,Victoria,2024-10-29 09:42:00,2024-10-29 10:31:00,1.75,23,Camden,Westminster,49.0
2024-10-21,TFL-J-840721,Tube,Euston,Stratford,2024-10-21 17:29:00,2024-10-21 18:06:00,12.8,15,Camden,Newham,37.0
2024-04-14,TFL-J-177679,Bus,Canary Wharf,Victoria,2024-04-14 19:14:00,2024-04-14 19:37:00,1.75,3,Tower Hamlets,Westminster,23.0
2024-03-20,TFL-J-489996,Bus,Kings Cross,London Bridge,2024-03-20 18:38:00,2024-03-20 19:54:00,1.75,31,Camden,Southwark,76.0
2024-04-08,TFL-J-589076,Tube,Kings Cross,London Bridge,2024-04-08 09:01:00,2024-04-08 09:17:00,2.97,0,Camden,Southwark,16.0
2024-11-15,TFL-J-618533,Overground,Liverpool Street,Kings Cross,2024-11-15 13:41:00,2024-11-15 14:14:00,4.31,5,City of London,Camden,33.0
2024-09-26,TFL-J-977328,Tube,Kings Cross,Waterloo,2024-09-26 18:13:00,2024-09-26 18:55:00,3.8,7,Camden,Lambeth,42.0
2024-01-23,TFL-J-781998,Tube,Bank,Paddington,2024-01-23 10:16:00,2024-01-23 10:48:00,3.09,1,City of London,Westminster,32.0
2024-09-23,TFL-J-391614,Tube,Victoria,Paddington,2024-09-23 10:40:00,2024-09-23 10:45:00,9.4,6,Westminster,Westminster,5.0
2024-03-12,TFL-J-893867,Tube,Paddington,London Bridge,2024-03-12 08:50:00,2024-03-12 09:47:00,4.92,22,Westminster,Southwark,57.0
2024-02-13,TFL-J-785141,Bus,Victoria,Liverpool Street,2024-02-13 09:03:00,2024-02-13 09:47:00,1.75,1,Westminster,City of London,44.0
2024-09-03,TFL-J-499161,Bus,Bank,Canary Wharf,2024-09-03 13:48:00,2024-09-03 14:33:00,1.75,3,City of London,Tower Hamlets,45.0
2024-05-12,TFL-J-720023,Bus,Kings Cross,London Bridge,2024-05-12 16:43:00,2024-05-12 17:34:00,1.75,23,Camden,Southwark,51.0
2024-06-05,TFL-J-579957,Tube,Bank,London Bridge,2024-06-05 21:03:00,2024-06-05 21:54:00,2.88,11,City of London,Southwark,51.0
2024-07-12,TFL-J-939441,Overground,Victoria,Canary Wharf,2024-07-12 09:09:00,2024-07-12 10:03:00,4.13,26,Westminster,Tower Hamlets,54.0
2024-08-17,TFL-J-235282,Bus,Liverpool Street,Euston,2024-08-17 20:32:00,2024-08-17 20:54:00,1.75,2,City of London,Camden,22.0
2024-03-04,TFL-J-554578,Tube,Canary Wharf,Stratford,2024-03-04 07:53:00,2024-03-04 08:36:00,3.84,0,Tower Hamlets,Newham,43.0
2024-08-06,TFL-J-134094,Tube,Victoria,Euston,2024-08-06 09:30:00,2024-08-06 10:12:00,2.82,21,Westminster,Camden,42.0
2024-08-22,TFL-J-839356,Overground,Euston,Liverpool Street,2024-08-22 15:25:00,2024-08-22 15:50:00,4.53,3,Camden,City of London,25.0
2024-10-16,TFL-J-192086,Tube,Victoria,Stratford,2024-10-16 16:53:00,2024-10-16 17:14:00,3.87,2,Westminster,Newham,21.0
2024-03-18,TFL-J-427558,Tube,Liverpool Street,Waterloo,2024-03-18 18:54:00,2024-03-18 19:36:00,2.86,9,City of London,Lambeth,42.0
2024-10-14,TFL-J-900944,Bus,Stratford,Paddington,2024-10-14 17:24:00,2024-10-14 17:28:00,9.4,4,Newham,Westminster,4.0
2024-12-02,TFL-J-142021,Bus,Kings Cross,Euston,2024-12-02 07:54:00,2024-12-02 08:15:00,1.75,2,Camden,Camden,21.0
2024-07-07,TFL-J-795628,Tube,Paddington,Euston,2024-07-07 08:18:00,2024-07-07 09:03:00,4.14,14,Westminster,Camden,45.0
2024-09-07,TFL-J-478124,Tube,Euston,Paddington,2024-09-07 14:15:00,2024-09-07 15:00:00,3.52,3,Camden,Westminster,45.0
2024-01-21,TFL-J-596060,Tube,Victoria,Paddington,2024-01-21 12:08:00,2024-01-21 12:25:00,3.7,1,Westminster,Westminster,17.0
2024-01-08,TFL-J-636479,Tube,Waterloo,Victoria,2024-01-08 16:23:00,2024-01-08 16:57:00,3.8,0,Lambeth,Westminster,34.0
2024-06-11,TFL-J-378646,Tube,Paddington,Liverpool Street,2024-06-11 07:57:00,2024-06-11 08:49:00,4.46,17,Westminster,City of London,52.0
2024-02-04,TFL-J-161020,Tube,Euston,Stratford,2024-02-04 18:19:00,2024-02-04 18:53:00,5.3,11,Camden,Newham,34.0
2024-09-10,TFL-J-639538,Tube,Canary Wharf,Paddington,2024-09-10 14:08:00,2024-09-10 14:36:00,3.12,1,Tower Hamlets,Westminster,28.0
2024-04-25,TFL-J-146492,Tube,Victoria,Euston,2024-04-25 16:41:00,2024-04-25 17:46:00,4.54,21,Westminster,Camden,65.0
2024-12-07,TFL-J-600446,Tube,Kings Cross,London Bridge,2024-12-07 13:33:00,2024-12-07 14:13:00,3.11,1,Camden,Southwark,40.0
2024-12-22,TFL-J-986374,Tube,Canary Wharf,Liverpool Street,2024-12-22 17:29:00,2024-12-22 17:54:00,5.19,2,Tower Hamlets,City of London,25.0
2024-08-12,TFL-J-744306,Bus,London Bridge,Euston,2024-08-12 14:38:00,2024-08-12 15:03:00,1.75,2,Southwark,Camden,25.0
2024-03-27,TFL-J-960684,Tube,Liverpool Street,Canary Wharf,2024-03-27 07:39:00,2024-03-27 08:16:00,3.43,10,City of London,Tower Hamlets,37.0
2024-10-28,TFL-J-345870,Tube,Canary Wharf,Paddington,2024-10-28 13:14:00,2024-10-28 13:30:00,3.56,1,Tower Hamlets,Westminster,16.0
2024-03-11,TFL-J-409627,Overground,Liverpool Street,London Bridge,2024-03-11 14:50:00,2024-03-11 15:31:00,7.03,6,City of London,Southwark,41.0
2024-10-21,TFL-J-565401,Tube,Liverpool Street,Bank,2024-10-21 07:10:00,2024-10-21 08:02:00,5.49,12,City of London,City of London,52.0
2024-12-29,TFL-J-986227,Tube,Canary Wharf,Paddington,2024-12-29 07:23:00,2024-12-29 07:55:00,4.61,3,Tower Hamlets,Westminster,32.0
2024-10-31,TFL-J-849213,Tube,Waterloo,Kings Cross,2024-10-31 07:04:00,2024-10-31 07:59:00,2.83,18,Lambeth,Camden,55.0
2024-12-24,TFL-J-711382,Tube,Euston,Victoria,2024-12-24 08:39:00,2024-12-24 09:30:00,4.4,12,Camden,Westminster,51.0
2024-05-30,TFL-J-204597,Tube,Paddington,Liverpool Street,2024-05-30 14:13:00,2024-05-30 14:47:00,4.05,4,Westminster,City of London,34.0
2024-12-29,TFL-J-921648,Bus,Victoria,Waterloo,2024-12-29 11:14:00,2024-12-29 11:51:00,1.75,0,Westminster,Lambeth,37.0
2024-04-16,TFL-J-746730,Overground,Stratford,Victoria,2024-04-16 07:24:00,2024-04-16 08:12:00,5.31,9,Newham,Westminster,48.0
2024-12-06,TFL-J-870922,Tube,Euston,Kings Cross,2024-12-06 13:25:00,2024-12-06 14:03:00,4.75,5,Camden,Camden,38.0
2024-11-12,TFL-J-669431,Overground,Kings Cross,Victoria,2024-11-12 14:32:00,2024-11-12 15:05:00,3.61,2,Camden,Westminster,33.0
2024-06-29,TFL-J-483877,Overground,Liverpool Street,Euston,2024-06-29 15:07:00,2024-06-29 15:54:00,4.43,2,City of London,Camden,47.0
2024-04-04,TFL-J-851677,Tube,Victoria,Waterloo,2024-04-04 07:08:00,2024-04-04 08:10:00,4.14,27,Westminster,Lambeth,62.0
2024-06-21,TFL-J-756755,Tube,London Bridge,Canary Wharf,2024-06-21 23:25:00,2024-06-22 00:09:00,4.55,0,Southwark,Tower Hamlets,44.0
2024-12-15,TFL-J-743712,Tube,Waterloo,Stratford,2024-12-15 07:47:00,2024-12-15 08:15:00,3.18,8,Lambeth,Newham,28.0
2024-03-31,TFL-J-912110,Bus,Waterloo,Liverpool Street,2024-03-31 08:13:00,2024-03-31 08:36:00,1.75,6,Lambeth,City of London,23.0
2024-05-07,TFL-J-375080,Bus,London Bridge,Bank,2024-05-07 16:22:00,2024-05-07 16:42:00,1.75,4,Southwark,City of London,20.0
2024-01-10,TFL-J-691141,Bus,Liverpool Street,Paddington,2024-01-10 18:12:00,2024-01-10 19:11:00,1.75,23,City of London,Westminster,59.0
2024-02-27,TFL-J-223459,Tube,Waterloo,Bank,2024-02-27 08:48:00,2024-02-27 09:28:00,4.77,15,Lambeth,City of London,40.0
2024-10-08,TFL-J-854577,Tube,Stratford,Waterloo,2024-10-08 08:32:00,2024-10-08 09:13:00,4.3,13,Newham,Lambeth,41.0
2024-11-29,TFL-J-422187,Overground,Stratford,Paddington,2024-11-29 08:37:00,2024-11-29 09:05:00,5.39,10,Newham,Westminster,28.0
2024-06-20,TFL-J-657621,Tube,Bank,Liverpool Street,2024-06-20 07:47:00,2024-06-20 08:47:00,5.09,23,City of London,City of London,60.0
2024-03-17,TFL-J-300788,Tube,Canary Wharf,London Bridge,2024-03-17 07:16:00,2024-03-17 07:51:00,4.87,0,Tower Hamlets,Southwark,35.0
2024-01-28,TFL-J-304267,Overground,Euston,Paddington,2024-01-28 08:03:00,2024-01-28 08:42:00,5.27,7,Camden,Westminster,39.0
2024-09-13,TFL-J-942444,Tube,Paddington,Waterloo,2024-09-13 21:10:00,2024-09-13 21:30:00,4.43,1,Westminster,Lambeth,20.0
2024-09-30,TFL-J-146292,Tube,Stratford,Victoria,2024-09-30 16:01:00,2024-09-30 16:44:00,3.71,3,Newham,Westminster,43.0
2024-05-20,TFL-J-135270,Bus,Victoria,Kings Cross,2024-05-20 17:07:00,2024-05-20 17:28:00,1.75,1,Westminster,Camden,21.0
2024-12-23,TFL-J-512842,Tube,Kings Cross,Waterloo,2024-12-23 16:02:00,2024-12-23 16:48:00,3.31,7,Camden,Lambeth,46.0
